,tract,med_hh_income,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,COMM,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
49732,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49716,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49730,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49715,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49729,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49733,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49727,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49717,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49718,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49719,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49720,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49728,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49721,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49722,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49726,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49724,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49725,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49710,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49714,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49713,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49711,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49712,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
49723,06037207502,17989.0,Extremely Low Income,Yes,Yes,Yes,District 1,Downtown,4113.0,695.0,3418.0,3272.0,918.0,535.0,10.0,1771.0
63331,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
63332,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
63335,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
63334,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
63337,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
63338,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
63340,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
63333,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
63339,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
63336,06037265304,20343.0,Extremely Low Income,Yes,Yes,Yes,District 3,Westwood,3855.0,870.0,2985.0,2823.0,1371.0,169.0,7.0,1236.0
89993,06037242100,21992.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,2497.0,1616.0,881.0,849.0,15.0,820.0,0.0,7.0
89992,06037242100,21992.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,2497.0,1616.0,881.0,849.0,15.0,820.0,0.0,7.0
89991,06037242100,21992.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,2497.0,1616.0,881.0,849.0,15.0,820.0,0.0,7.0
89990,06037242100,21992.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,2497.0,1616.0,881.0,849.0,15.0,820.0,0.0,7.0
89989,06037242100,21992.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,2497.0,1616.0,881.0,849.0,15.0,820.0,0.0,7.0
89988,06037242100,21992.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,2497.0,1616.0,881.0,849.0,15.0,820.0,0.0,7.0
91491,06037209403,22259.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3850.0,2594.0,1256.0,1202.0,222.0,285.0,18.0,647.0
91494,06037209403,22259.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3850.0,2594.0,1256.0,1202.0,222.0,285.0,18.0,647.0
91493,06037209403,22259.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3850.0,2594.0,1256.0,1202.0,222.0,285.0,18.0,647.0
91492,06037209403,22259.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3850.0,2594.0,1256.0,1202.0,222.0,285.0,18.0,647.0
91490,06037209403,22259.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3850.0,2594.0,1256.0,1202.0,222.0,285.0,18.0,647.0
91495,06037209403,22259.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3850.0,2594.0,1256.0,1202.0,222.0,285.0,18.0,647.0
91496,06037209403,22259.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3850.0,2594.0,1256.0,1202.0,222.0,285.0,18.0,647.0
21085,06037208904,22961.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3882.0,3187.0,695.0,676.0,146.0,132.0,17.0,337.0
21082,06037208904,22961.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3882.0,3187.0,695.0,676.0,146.0,132.0,17.0,337.0
21083,06037208904,22961.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3882.0,3187.0,695.0,676.0,146.0,132.0,17.0,337.0
21087,06037208904,22961.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3882.0,3187.0,695.0,676.0,146.0,132.0,17.0,337.0
21086,06037208904,22961.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3882.0,3187.0,695.0,676.0,146.0,132.0,17.0,337.0
21084,06037208904,22961.0,Extremely Low Income,Yes,Yes,Yes,District 1,Westlake,3882.0,3187.0,695.0,676.0,146.0,132.0,17.0,337.0
69047,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69048,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69049,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69050,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69053,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69039,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69040,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69041,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69042,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69051,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69044,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69052,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69043,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69045,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
69046,06037224420,23210.0,Extremely Low Income,Yes,Yes,Yes,District 2,University Park,2068.0,1597.0,471.0,441.0,155.0,162.0,5.0,109.0
90638,06037236205,23882.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,3403.0,1581.0,1822.0,1702.0,81.0,1561.0,7.0,13.0
90639,06037236205,23882.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,3403.0,1581.0,1822.0,1702.0,81.0,1561.0,7.0,13.0
90640,06037236205,23882.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,3403.0,1581.0,1822.0,1702.0,81.0,1561.0,7.0,13.0
90641,06037236205,23882.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,3403.0,1581.0,1822.0,1702.0,81.0,1561.0,7.0,13.0
90642,06037236205,23882.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,3403.0,1581.0,1822.0,1702.0,81.0,1561.0,7.0,13.0
89428,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89427,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89426,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89425,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89423,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89422,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89421,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89420,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89419,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89418,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89417,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89416,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89424,06037234902,24253.0,Extremely Low Income,Yes,Yes,Yes,District 2,Hyde Park,4238.0,1953.0,2285.0,2145.0,153.0,1907.0,10.0,29.0
89001,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89000,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89014,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88985,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89005,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88988,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89006,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89007,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89008,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89009,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89010,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89011,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89012,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89013,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89015,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88986,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89004,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88987,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89002,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88989,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88990,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88991,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88992,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88993,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88994,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88995,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88996,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88997,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88998,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88999,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
88984,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
89003,06037236101,24773.0,Extremely Low Income,Yes,Yes,Yes,District 2,Baldwin Hills,2823.0,738.0,2085.0,1957.0,168.0,1411.0,6.0,342.0
91142,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91145,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91130,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91131,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91132,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91133,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91134,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91146,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91136,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91135,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91138,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91139,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91140,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91141,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91143,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91144,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
91137,06037242202,25141.0,Extremely Low Income,Yes,Yes,Yes,District 2,Watts,3387.0,2100.0,1287.0,1249.0,26.0,1197.0,4.0,11.0
39298,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39294,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39295,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39296,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39297,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39299,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39319,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39301,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39325,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39326,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39327,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39328,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39329,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39330,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39331,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39324,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39332,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39334,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39335,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39336,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39337,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39338,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39339,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39340,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39333,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39323,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39322,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39321,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39302,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39303,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39304,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39305,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
39307,06037241120,25490.0,Extremely Low Income,Yes,Yes,Yes,District 2,Century Palms/Cove,4902.0,3566.0,1336.0,1271.0,53.0,1148.0,8.0,15.0
